created_at entry_id	field3	latitude	longitude
2021-09-16 19:13:56	19.1	82.5	67
2021-09-16 19:14:34	19.1	82.4	67
2021-09-16 19:15:46	19.1	82.7	67
2021-09-16 19:17:29	19.2	82.4	67
2021-09-16 19:19:01	19.2	82.5	67
2021-09-16 19:19:20	19.2	83.1	67
2021-09-16 19:20:44	19.2	83.0	67
2021-09-16 19:22:28	19.2	82.8	67
2021-09-16 19:24:00	19.1	82.9	67
2021-09-16 19:24:19	19.2	83.0	67
2021-09-16 19:25:51	19.3	83.4	67
2021-09-16 19:27:14	19.2	83.4	67
2021-09-16 19:28:47	19.2	82.8	67
2021-09-16 19:29:06	19.2	82.9	67
2021-09-16 19:30:29	19.2	82.9	67
2021-09-16 19:32:01	19.1	83.1	67
2021-09-16 19:33:46	19.1	83.3	
2021-09-16 19:38:21	19.0	83.2	
2021-09-16 19:38:37	19.0	83.8	67
2021-09-16 19:38:53	19.1	83.8	67
2021-09-16 19:52:15	18.7	83.6	67
2021-09-16 19:52:31	18.7	83.6	67
2021-09-16 19:52:47	18.6	83.5	67
2021-09-16 20:05:55	18.7	83.2	67
2021-09-16 20:06:11	18.5	83.3	67
2021-09-16 20:06:27	18.5	83.1	67
2021-09-16 20:41:20	18.5	82.1	67
2021-09-16 20:41:36	18.6	82.2	67
2021-09-16 20:46:19	18.5	82.5	67
2021-09-16 20:46:35	18.5	82.5	67
2021-09-16 20:47:01	18.5	82.6	67
2021-09-16 21:00:09	18.3	82.7	67
2021-09-16 21:00:27	18.3	82.1	67
2021-09-16 21:00:45	18.3	82.2	67
2021-09-16 21:13:23	18.1	83.2	67
2021-09-16 21:13:39	18.2	83.0	67
2021-09-16 21:13:57	18.1	83.1	67
2021-09-16 21:26:49	18.0	83.7	67
2021-09-16 21:27:07	18.1	83.8	67
2021-09-16 21:27:23	18.0	83.8	67
2021-09-16 21:40:13	17.8	85.0	67
2021-09-16 21:40:31	17.8	84.8	67
2021-09-16 21:40:47	17.8	84.8	67
2021-09-16 21:54:09	17.8	84.6	67
2021-09-16 21:54:27	17.9	84.5	67
2021-09-16 21:54:43	17.9	84.5	67
2021-09-16 21:55:03	17.9	84.4	67
2021-09-16 22:08:07	17.9	82.7	67
2021-09-16 22:08:25	17.9	83.1	67
2021-09-16 22:08:53	18.0	82.9	67
2021-09-16 22:21:49	17.9	82.3	67
2021-09-16 22:22:07	17.8	82.4	67
2021-09-16 22:22:23	17.9	82.6	67
2021-09-16 22:35:21	17.8	82.4	67
2021-09-16 22:35:37	17.9	82.5	67
2021-09-16 22:35:53	17.8	82.5	67
2021-09-16 23:02:21	17.9	82.0	67
2021-09-16 23:02:37	18.0	81.8	67
2021-09-16 23:02:55	18.1	81.8	67
2021-09-16 23:03:19	17.9	81.7	67
2021-09-16 23:15:57	18.1	81.6	67
2021-09-16 23:16:13	18.1	81.5	67
2021-09-16 23:16:37	18.1	81.5	67
2021-09-16 23:29:41	18.1	81.6	67
2021-09-16 23:29:59	18.0	81.7	67
2021-09-16 23:30:15	18.1	81.8	67
2021-09-16 23:43:27	17.9	82.4	67
2021-09-16 23:43:43	17.8	82.3	67
2021-09-16 23:43:59	17.9	82.4	67
2021-09-16 23:56:55	17.9	82.4	67
2021-09-16 23:57:11	17.8	81.8	67
2021-09-16 23:57:27	17.9	81.8	67
2021-09-17 00:03:59	17.8	81.6	67
2021-09-17 00:10:45	17.8	81.2	67
2021-09-17 00:11:01	17.8	81.1	67
2021-09-17 00:11:19	17.8	81.1	67
2021-09-17 00:23:58	17.9	80.9	67
2021-09-17 00:24:15	17.9	81.2	67
2021-09-17 00:24:31	17.8	81.1	67
2021-09-17 00:24:47	17.9	81.0	67
2021-09-17 00:37:55	17.9	80.6	67
2021-09-17 00:38:11	17.9	81.1	67
2021-09-17 00:38:29	17.9	80.9	67
2021-09-17 00:51:47	17.8	80.4	67
2021-09-17 00:52:03	17.9	80.4	67
2021-09-17 00:52:19	17.8	80.3	67
2021-09-17 01:05:31	17.8	80.3	67
2021-09-17 01:05:47	17.6	80.9	67
2021-09-17 01:06:03	17.7	81.1	67
2021-09-17 01:19:05	17.5	81.1	67
2021-09-17 01:19:21	17.5	81.1	67
2021-09-17 01:19:37	17.4	80.6	67
