created_at entry_id	field3	latitude	longitude
2021-09-16 17:43:44	20.3	77.1	72
2021-09-16 17:58:05	20.1	77.7	72
2021-09-16 17:59:27	20.2	77.7	72
2021-09-16 18:01:19	20.1	77.8	72
2021-09-16 18:08:19	20.1	77.8	72
2021-09-16 18:13:06	19.8	78.7	72
2021-09-16 18:16:30	19.8	78.7	72
2021-09-16 18:21:56	19.8	78.5	72
2021-09-16 18:29:57	19.7	78.1	72
2021-09-16 18:37:16	19.8	78.1	72
2021-09-16 18:48:23	19.8	79.0	72
2021-09-16 18:49:41	19.8	78.9	72
2021-09-16 18:50:02	19.8	78.9	72
2021-09-16 18:50:24	19.8	79.0	72
2021-09-16 18:52:58	19.8	79.1	72
2021-09-16 18:53:55	19.8	79.0	72
2021-09-16 19:07:18	19.8	79.0	72
2021-09-16 19:14:05	19.6	79.0	72
2021-09-16 19:16:06	19.5	80.4	72
2021-09-16 19:17:39	19.5	80.8	72
2021-09-16 19:20:44	19.4	81.2	72
2021-09-16 19:22:28	19.5	81.1	72
2021-09-16 19:22:47	19.5	81.1	72
2021-09-16 19:25:42	19.5	81.5	72
2021-09-16 19:27:14	19.4	81.6	72
2021-09-16 19:28:47	19.5	81.5	72
2021-09-16 19:29:06	19.4	81.6	72
2021-09-16 19:32:01	19.4	81.6	72
2021-09-16 19:34:12	19.3	81.8	
2021-09-16 19:37:03	19.3	81.7	72
2021-09-16 19:37:19	19.3	81.7	72
2021-09-16 19:37:35	19.3	81.9	72
2021-09-16 19:50:13	19.0	82.2	72
2021-09-16 19:50:29	19.0	82.2	72
2021-09-16 19:50:51	19.0	82.2	72
2021-09-16 20:03:55	19.0	81.4	72
2021-09-16 20:04:15	19.0	81.4	72
2021-09-16 20:04:31	18.9	81.6	72
2021-09-16 20:05:11	18.8	81.7	72
2021-09-16 20:05:37	18.9	81.7	72
2021-09-16 20:17:57	18.9	81.7	72
2021-09-16 20:18:13	18.9	81.8	72
2021-09-16 20:41:10	18.8	80.8	72
2021-09-16 20:45:01	18.7	81.0	72
2021-09-16 20:45:19	18.7	80.9	72
2021-09-16 20:59:07	18.5	80.5	72
2021-09-16 20:59:25	18.7	80.5	72
2021-09-16 21:12:57	18.7	80.5	72
2021-09-16 21:13:19	18.6	80.5	72
2021-09-16 21:13:59	18.7	80.5	72
2021-09-16 21:26:29	18.7	80.8	72
2021-09-16 21:26:53	18.5	80.7	72
2021-09-16 21:27:17	18.7	80.8	72
2021-09-16 21:39:47	18.5	81.1	72
2021-09-16 21:40:03	18.6	81.2	72
2021-09-16 21:40:19	18.6	81.2	72
2021-09-16 21:54:13	18.6	81.5	72
2021-09-16 21:54:33	18.5	81.6	72
2021-09-16 21:54:51	18.5	81.6	72
2021-09-16 22:08:03	18.5	80.3	72
2021-09-16 22:08:21	18.6	80.2	72
2021-09-16 22:08:39	18.6	80.1	72
2021-09-16 22:21:36	18.5	80.1	72
2021-09-16 22:21:59	18.6	80.1	72
2021-09-16 22:36:13	18.5	79.9	72
2021-09-16 22:36:29	18.5	79.8	72
2021-09-16 22:59:42	18.6	79.8	72
2021-09-16 23:03:47	18.6	79.8	72
2021-09-16 23:04:03	18.6	79.7	72
2021-09-16 23:17:05	18.6	79.6	72
2021-09-16 23:17:21	18.6	79.8	72
2021-09-16 23:17:43	18.7	79.6	72
2021-09-16 23:30:51	18.6	79.6	72
2021-09-16 23:31:09	18.8	79.7	72
2021-09-16 23:31:25	18.6	79.6	72
2021-09-16 23:44:53	18.6	80.0	72
2021-09-16 23:45:11	18.5	80.0	72
2021-09-16 23:57:57	18.5	79.4	72
2021-09-16 23:58:13	18.6	79.1	72
2021-09-16 23:58:31	18.5	79.4	72
2021-09-16 23:58:53	18.5	79.4	72
2021-09-17 00:11:43	18.5	79.2	72
